MAKE,MODEL,MYR,OL,OW,OH ,WB,CW ,A,B,C,D,E,F,G,TWF,TWR ,WDIST
CHEVROLET,TRAVERSE 4DR SUV AWD,22,523,200,180,307,2132,129,219,46,94,113,106,111,171,170,58/42
CHEVROLET,TRAVERSE 4DR SUV FWD,22,523,200,180,307,1978,129,219,46,94,113,106,111,171,170,58/42
FERRARI,296GTB,22,456,196,119,260,1470,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166,163,41/59
FORD,BRONCO 2DR 2.3L SUV,22,441,202,200,255,1945,141,157,44,76,142,81,83,170,170,54/46
FORD,BRONCO 2DR 2.7L SUV,22,441,202,200,255,2022,141,157,44,76,142,81,83,170,170,56/44
FORD,BRONCO 4DR 2.3L SUV,22,481,202,200,295,2026,141,197,44,76,142,81,83,170,170,55/45
FORD,BRONCO 4DR 2.7L SUV,22,481,202,200,295,2099,141,197,44,76,142,81,83,170,170,57/43
FORD,F-150 LIGHTNING,22,584,203,192,369,N/A,133,305,48,96,140,96,118,172,173,N/A
FORD,MAVERICK 4DR PICKUP AWD,22,507,184,188,308,1692,121,264,38,84,128,87,113,161,160,58/42
FORD,MAVERICK 4DR PICKUP FWD,22,507,184,188,308,1616,121,264,38,84,128,87,113,161,160,N/A
FORD,MAVERICK FHEV 4DR PICKUP,22,507,184,188,308,1667,121,264,38,84,128,87,113,161,160,59/41
GENESIS,GV60 2WD,22,451,189,158,290,1984,N/A,N/A,N/A,N/A,N/A,83,78,163,164,N/A
GENESIS,GV60 PERFORMANCE AWD,22,451,189,158,290,2095,N/A,N/A,N/A,N/A,N/A,83,78,163,164,N/A
GENESIS,GV60 STANDARD AWD,22,451,189,158,290,2095,N/A,N/A,N/A,N/A,N/A,83,78,163,164,N/A
GENESIS,GV70 2.5L 4DR SUV,22,471,191,163,287,1890,N/A,N/A,N/A,N/A,N/A,84,100,164,166,N/A
GENESIS,GV70 3.5L 4DR SUV,22,471,191,163,287,2050,N/A,N/A,N/A,N/A,N/A,84,100,164,166,N/A
GMC,HUMMER EV 4DR PICKUP,22,551,220,201,344,N/A,N/A,N/A,N/A,N/A,N/A,88,118,186,186,N/A
GMC,HUMMER EV SUV,22,500,220,198,322,N/A,N/A,N/A,N/A,N/A,N/A,88,90,186,186,N/A
HONDA,CIVIC 1.5L 4DR SEDAN,22,455,190,142,273,1360,126,125,35,77,111,93,89,155,158,61/39
HONDA,CIVIC 1.5L 5DR HATCH,22,467,190,142,274,1391,126,52,35,77,111,93,100,155,158,60/40
HONDA,CIVIC 2.0L 4DR SEDAN,22,455,190,142,273,1313,126,125,35,77,111,93,89,155,158,61/39
HONDA,CIVIC 2.0L 5DR HATCH,22,467,190,142,274,1333,126,52,35,77,111,93,100,155,158,60/40
HYUNDAI,IONIQ 5 4DR HATCH RWD,22,464,189,161,300,1800,113,141,37,85,119,85,79,164,165,N/A
HYUNDAI,IONIQ 5 LONG RANGE 4DR HATCH AWD,22,464,189,161,300,2025,113,141,37,85,119,85,79,164,165,N/A
HYUNDAI,IONIQ 5 LONG RANGE 4DR HATCH RWD,22,464,189,161,300,1905,113,141,37,85,119,85,79,164,165,N/A
HYUNDAI,KONA 1.6L AWD 4DR SUV,22,420,180,155,260,1465,117,129,35,87,101,87,74,157,158,56/44
HYUNDAI,KONA 2.0L AWD 4DR SUV,22,420,180,155,260,1390,117,129,35,87,101,87,74,157,158,56/44
HYUNDAI,KONA 2.0L FWD 4DR SUV,22,420,180,155,260,1315,117,129,35,87,101,87,74,157,158,56/44
HYUNDAI,KONA ELECTRIC 4DR SUV,22,420,180,155,260,1685,117,129,35,87,101,87,74,157,158,56/44
HYUNDAI,SANTA CRUZ 4DR PICKUP,22,497,191,169,301,1860,118,250,38,88,103,89,107,164,165,N/A
HYUNDAI,TUCSON 4DR SUV AWD,22,463,186,163,276,1573,119,169,38,88,102,89,98,162,162,58/42
HYUNDAI,TUCSON 4DR SUV AWD HEV,22,463,186,163,276,1690,119,169,38,88,102,89,98,162,162,60/40
HYUNDAI,TUCSON 4DR SUV AWD PHEV,22,463,186,163,276,1899,119,169,38,88,102,89,98,162,162,59/41
HYUNDAI,TUCSON 4DR SUV FWD,22,463,186,163,276,1515,119,169,38,88,102,89,98,162,162,59/41
INFINITI,QX55 4DR SUV AWD,22,473,190,162,280,1821,124,143,36,88,115,95,98,164,162,58/42
INFINITI,QX60 4DR SUV AWD,22,503,198,177,290,2066,128,189,39,96,115,103,109,170,170,56/44
JEEP,GRAND CHEROKEE L 4DR SUV AWD V6,22,520,197,181,309,2153,134,213,42,94,102,90,123,166,166,51/49
JEEP,GRAND CHEROKEE L 4DR SUV AWD V8,22,520,197,181,309,2418,134,213,42,94,102,N/A,N/A,166,166,52/48
JEEP,GRAND CHEROKEE L 4DR SUV RWD,22,520,197,181,309,2095,134,213,42,94,102,N/A,N/A,166,166,50/50
JEEP,GRAND CHEROKEE LAREDO/LIMITED 4DR SUV 2WD,22,491,197,180,296,1922,134,N/A,42,94,102,90,105,166,166,N/A
JEEP,GRAND CHEROKEE LAREDO/LIMITED 4DR SUV 4WD,22,491,197,180,296,1980,134,N/A,42,94,102,90,105,166,166,54/46
JEEP,GRAND CHEROKEE OVERLAND/SUMMIT 4DR SUV 2WD,22,491,197,180,296,2019,134,N/A,42,94,102,90,105,166,166,N/A
JEEP,GRAND CHEROKEE OVERLAND/SUMMIT/TRAILHAWK V6 4DR SUV 4WD,22,491,197,180,296,2141,134,N/A,42,94,102,90,105,166,166,53/47
JEEP,GRAND CHEROKEE OVERLAND/SUMMIT/TRAILHAWK V8 4DR SUV 4WD,22,491,197,180,296,2266,134,N/A,42,94,102,90,105,166,166,55/45
JEEP,GRAND WAGONEER 4DR SUV 4WD,22,545,205,192,312,2876,134,242,44,104,123,105,129,174,174,51/49
JEEP,WAGONEER 4DR SUV 2WD,22,545,205,192,312,2703,134,242,44,104,123,105,129,174,174,51/49
JEEP,WAGONEER 4DR SUV 4WD,22,545,205,192,312,2808,134,242,44,104,123,105,129,174,174,52/48
KIA,CARNIVAL MINIVAN,22,515,199,174,309,109,94,227,42,94,114,94,113,175,175,55/45
KIA,EV6 4DR HATCH,22,468,188,155,290,1822,N/A,N/A,N/A,N/A,N/A,83,95,N/A,N/A,N/A
LAND ROVER,RANGE ROVER 4DR SUV EWB,22,525,205,187,320,2626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAND ROVER,RANGE ROVER 4DR SUV SWB,22,505,205,187,300,2454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEXUS,LX600 4DR SUV,22,509,199,189,286,2660,N/A,N/A,N/A,N/A,N/A,103,121,168,168,N/A
LEXUS,NX250/350 4DR SUV,22,462,187,167,269,1760,132,158,35,90,101,101,92,167,171,60/40
LEXUS,NX350h 4DR SUV,22,462,187,167,269,1800,132,158,35,90,101,101,92,167,171,57/43
LEXUS,NX450h 4DR SUV,22,462,187,167,269,1990,132,158,35,90,101,101,92,167,171,57/43
MAZDA,MX-30EV 4DR SUV,22,439,179,156,265,1658,127,119,31,85,115,90,84,156,156,40/60
MCLAREN,ARTURA 2DR COUPE,22,454,198,119,264,1498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MERCEDES-AMG,SL CLASS ROADSTER,22,470,192,135,270,1954,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166,163,N/A
MERCEDES-BENZ,EQS CLASS EV 4DR SEDAN,22,522,293,151,321,2585,138,128,31,87,122,92,109,167,168,N/A
MERCEDES-BENZ,S CLASS 4MATIC 4DR SEDAN LWB,22,532,195,150,321,2166,151,68,31,88,113,90,121,165,165,N/A
MERCEDES-BENZ,S CLASS 4MATIC 4DR SEDAN SWB,22,521,195,150,310,2091,151,68,31,88,113,90,121,165,165,N/A
MITSUBISHI,ECLIPSE CROSS 4DR SUV,22,455,181,168,267,1575,124,129,39,89,105,99,89,154,154,58/42
MITSUBISHI,OUTLANDER 4DR SUV,22,471,186,175,270,1630,123,168,40,89,98,97,104,159,160,58/42
NISSAN,FRONTIER CREW CAB,22,569,185,183,355,2180,139,308,43,92,117,90,124,157,157,57/43
NISSAN,FRONTIER CREW CAB S/BOX,22,534,185,183,320,2141,139,273,43,92,117,90,124,157,157,57/43
NISSAN,FRONTIER KING CAB,22,534,185,182,320,2064,139,273,43,92,117,90,124,157,157,58/42
NISSAN,PATHFINDER S/SV 4DR SUV,22,500,198,180,290,2031,125,203,41,94,113,99,112,166,166,56/44
NISSAN,PATHFINDER SL/PLATINUM 4DR SUV,22,500,198,180,290,2084,125,203,41,94,113,99,112,166,166,56/44
SUBARU,BRZ 2DR COUPE,22,426,178,131,258,1277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152,155,53/47
SUBARU,SOLTERRA SUV,22,469,186,165,285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUBARU,WRX 4DR SEDAN,22,467,183,147,268,1515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,156,157,N/A
SUBARU,WRX SPORT 4DR SEDAN,22,467,183,147,268,1547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,156,157,N/A
SUBARU,WRX SPORT EyeSight 4DR SEDAN,22,467,183,147,268,1601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,156,157,N/A
TOYOTA,bZ4X EV 4DR SUV,22,469,186,165,285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA,COROLLA CROSS 4DR SUV AWD,22,446,183,164,264,1480,120,152,36,87,102,96,87,164,164,N/A
TOYOTA,COROLLA CROSS 4DR SUV FWD,22,446,183,164,264,1405,120,152,36,87,102,96,87,164,164,N/A
TOYOTA,GR86 3DR COUPE,22,426,178,131,258,1278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152,155,53/47
TOYOTA,TUNDRA CREWMAX L/BOX 4WD,22,624,203,198,401,2550,140,318,43,93,127,99,124,175,175,N/A
TOYOTA,TUNDRA CREWMAX M/BOX 4WD,22,593,203,198,370,2445,140,318,43,93,127,99,124,175,175,N/A
TOYOTA,TUNDRA DOUBLE CAB L/BOX 2WD,22,642,203,193,418,2400,140,318,43,93,127,99,124,175,175,N/A
TOYOTA,TUNDRA DOUBLE CAB L/BOX 4WD,22,642,203,198,418,2525,140,318,43,93,127,99,124,175,175,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 2WD,22,593,203,193,370,2310,140,318,43,93,127,99,124,175,175,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 4WD,22,593,203,198,370,2440,140,318,43,93,127,99,124,175,175,N/A
VOLKSWAGEN,ATLAS 4DR SUV 4MOTION,22,510,198,175,298,2042,137,193,39,98,110,97,115,172,172,56/44
VOLKSWAGEN,ATLAS 4DR SUV FWD,22,510,198,175,298,1928,137,193,39,98,110,97,115,172,172,57/43
VOLKSWAGEN,ATLAS CROSS SPORT 4DR SUV,22,497,199,172,298,4288,137,167,39,98,110,97,103,171,172,57/43
VOLKSWAGEN,GOLF 4DR HATCH,22,429,179,146,263,N/A,116,142,37,77,105,88,78,153,151,N/A
VOLKSWAGEN,I.D. Buzz,22,471,199,194,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN,TAOS 4DR SUV AWD,22,447,185,164,269,1556,177,159,36,84,102,91,87,157,154,59/49
VOLKSWAGEN,TAOS 4DR SUV FWD,22,447,185,164,269,1440,177,159,36,84,102,91,87,157,154,59/49
VOLKSWAGEN,ID.4 4DR SUV,22,458,185,164,277,2068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159,157,50/50
